phase	phase_label	priority	visual_key	visual_label	slot	image_id	planned_src	asset_status	source_recommendation	rights_requirement	local_context	mood	brief	must_have	avoid	action_note
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	city_festival	Stadtfest & Innenstadtleben	01	city-festival-01	/assets/event-visuals/city-festival-01.webp	planned	eigene Bocholt-Fotos | cleared local photos | Wikimedia/Commons nur mit sauberer Lizenz	owned_or_cleared_required_before_ready	Bocholter Innenstadt, Plätze, Fußgängerzone, Stadtaktionen, Feste	offen, freundlich, städtisch, einladend, lokal	Bocholter oder ähnlich kleinstädtische Fußgängerzone mit Event-/Fest-Atmosphäre.	Stadt-/Eventgefühl | breite Szene | nicht zu leer	generische Großstadt-Skyline | Kirmes-Kitsch | Plakate mit Text | starke Marken/Logos	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	city_festival	Stadtfest & Innenstadtleben	02	city-festival-02	/assets/event-visuals/city-festival-02.webp	planned	eigene Bocholt-Fotos | cleared local photos | Wikimedia/Commons nur mit sauberer Lizenz	owned_or_cleared_required_before_ready	Bocholter Innenstadt, Plätze, Fußgängerzone, Stadtaktionen, Feste	offen, freundlich, städtisch, einladend, lokal	Platz- oder Straßenraum mit Ständen, Dekoration oder Veranstaltungsvorbereitung.	Stadt-/Eventgefühl | breite Szene | nicht zu leer	generische Großstadt-Skyline | Kirmes-Kitsch | Plakate mit Text | starke Marken/Logos	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	city_walk	Stadt, Tour & Route	01	city-walk-01	/assets/event-visuals/city-walk-01.webp	planned	eigene Ortsbilder | Wikimedia/Commons mit sauberer Lizenz | cleared Architektur-/Routenbilder	owned_or_cleared_required_before_ready	Bocholt, Borken, Region, Stadtführung, Rundgang, Route, Türme, Promenade	entdeckend, lokal, orientierend, ruhig hochwertig	Stadtstraße oder Fußgängerzone mit klarer Perspektive und lokaler Atmosphäre.	Stadt-/Routenbezug | Orientierung | lokale oder regionale Wiedererkennbarkeit	beliebige Altstadtbilder ohne Bezug | Google-Streetview-Look | Schilder mit fremden Marken | zu touristische Postkartenoptik	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	city_walk	Stadt, Tour & Route	02	city-walk-02	/assets/event-visuals/city-walk-02.webp	planned	eigene Ortsbilder | Wikimedia/Commons mit sauberer Lizenz | cleared Architektur-/Routenbilder	owned_or_cleared_required_before_ready	Bocholt, Borken, Region, Stadtführung, Rundgang, Route, Türme, Promenade	entdeckend, lokal, orientierend, ruhig hochwertig	Kirche, Turm oder Architekturdetail als hochwertiger Orientierungspunkt.	Stadt-/Routenbezug | Orientierung | lokale oder regionale Wiedererkennbarkeit	beliebige Altstadtbilder ohne Bezug | Google-Streetview-Look | Schilder mit fremden Marken | zu touristische Postkartenoptik	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	creative_workshop	Kreativ- & Mitmachworkshop	01	creative-workshop-01	/assets/event-visuals/creative-workshop-01.webp	planned	eigene Detailfotos | cleared Workshop-Materialbilder | generische Material-/Handwerksbilder	owned_or_cleared_required_before_ready	Kulturrucksack, Basteln, Zeichnen, Bauen, Kurse, junge Workshops	handgemacht, aktiv, konzentriert, kreativ, hochwertig	Kreativtisch mit Stiften, Papier und Materialien, hochwertig und nicht chaotisch.	Materialien/Hände/Werkzeuge | Mitmachcharakter | keine Gesichter nötig	erkennbare Kinder | billige Bastelcliparts | chaotische Tischbilder | urheberrechtlich geschützte Figuren im Fokus	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	creative_workshop	Kreativ- & Mitmachworkshop	02	creative-workshop-02	/assets/event-visuals/creative-workshop-02.webp	planned	eigene Detailfotos | cleared Workshop-Materialbilder | generische Material-/Handwerksbilder	owned_or_cleared_required_before_ready	Kulturrucksack, Basteln, Zeichnen, Bauen, Kurse, junge Workshops	handgemacht, aktiv, konzentriert, kreativ, hochwertig	Hände beim Basteln, Malen oder Bauen, ohne erkennbare Personen.	Materialien/Hände/Werkzeuge | Mitmachcharakter | keine Gesichter nötig	erkennbare Kinder | billige Bastelcliparts | chaotische Tischbilder | urheberrechtlich geschützte Figuren im Fokus	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	creative_workshop	Kreativ- & Mitmachworkshop	03	creative-workshop-03	/assets/event-visuals/creative-workshop-03.webp	planned	eigene Detailfotos | cleared Workshop-Materialbilder | generische Material-/Handwerksbilder	owned_or_cleared_required_before_ready	Kulturrucksack, Basteln, Zeichnen, Bauen, Kurse, junge Workshops	handgemacht, aktiv, konzentriert, kreativ, hochwertig	Natur-/Bau-Workshop-Motiv mit Holz, Werkzeug oder Nistkasten-Material.	Materialien/Hände/Werkzeuge | Mitmachcharakter | keine Gesichter nötig	erkennbare Kinder | billige Bastelcliparts | chaotische Tischbilder | urheberrechtlich geschützte Figuren im Fokus	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	kids_family	Kinder & Familie	01	kids-family-01	/assets/event-visuals/kids-family-01.webp	planned	eigene/cleared Detailbilder | generische Bilder ohne erkennbare Kinder | Material-/Aktivitätsmotive	owned_or_cleared_required_before_ready	Familienangebote, Kinderaktionen, Jugend, Mitmachformate	freundlich, hell, sicher, aktivierend, aber nicht kitschig	Familien-/Kinderangebot als Material- oder Aktivitätsdetail ohne erkennbare Gesichter.	familienfreundliche Stimmung | keine identifizierbaren Kinder | klare Aktivität	erkennbare Kindergesichter | Stockfoto-Familienklischees | zu bunte Kindergartenoptik | Chaosbilder	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	kids_family	Kinder & Familie	02	kids-family-02	/assets/event-visuals/kids-family-02.webp	planned	eigene/cleared Detailbilder | generische Bilder ohne erkennbare Kinder | Material-/Aktivitätsmotive	owned_or_cleared_required_before_ready	Familienangebote, Kinderaktionen, Jugend, Mitmachformate	freundlich, hell, sicher, aktivierend, aber nicht kitschig	Spiel-/Mitmachfläche mit Händen, Materialien oder bunten Objekten, ruhig komponiert.	familienfreundliche Stimmung | keine identifizierbaren Kinder | klare Aktivität	erkennbare Kindergesichter | Stockfoto-Familienklischees | zu bunte Kindergartenoptik | Chaosbilder	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	market_food	Markt, Food & Genuss	01	market-food-01	/assets/event-visuals/market-food-01.webp	planned	eigene Fotos | cleared local photos | hochwertige generische Stockbilder ohne erkennbare Personen/Logos	owned_or_cleared_required_before_ready	Innenstadt, Marktstände, Foodtruck-/Festivalstimmung, Wochenmarkt, Stadtleben	warm, lebendig, appetitlich, lokal, aber nicht billig oder überladen	Urbaner Streetfood-/Foodtruck-Moment mit warmem Licht und wenig sichtbaren Personen.	Essens-/Marktbezug | klare Atmosphäre | funktioniert als breites Card-Bild	beliebige Restaurant-Teller | Fast-Food-Clichés | erkennbare Marken | Alkohol-Fokus | überfüllte Menschenmengen	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	market_food	Markt, Food & Genuss	02	market-food-02	/assets/event-visuals/market-food-02.webp	planned	eigene Fotos | cleared local photos | hochwertige generische Stockbilder ohne erkennbare Personen/Logos	owned_or_cleared_required_before_ready	Innenstadt, Marktstände, Foodtruck-/Festivalstimmung, Wochenmarkt, Stadtleben	warm, lebendig, appetitlich, lokal, aber nicht billig oder überladen	Wochenmarkt-/Marktstand mit Obst, Gemüse oder regionalen Produkten, hochwertig und ruhig.	Essens-/Marktbezug | klare Atmosphäre | funktioniert als breites Card-Bild	beliebige Restaurant-Teller | Fast-Food-Clichés | erkennbare Marken | Alkohol-Fokus | überfüllte Menschenmengen	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	market_food	Markt, Food & Genuss	03	market-food-03	/assets/event-visuals/market-food-03.webp	planned	eigene Fotos | cleared local photos | hochwertige generische Stockbilder ohne erkennbare Personen/Logos	owned_or_cleared_required_before_ready	Innenstadt, Marktstände, Foodtruck-/Festivalstimmung, Wochenmarkt, Stadtleben	warm, lebendig, appetitlich, lokal, aber nicht billig oder überladen	Innenstadt-Festivalatmosphäre mit Ständen, Lichtern oder Tischen, keine Markenlogos.	Essens-/Marktbezug | klare Atmosphäre | funktioniert als breites Card-Bild	beliebige Restaurant-Teller | Fast-Food-Clichés | erkennbare Marken | Alkohol-Fokus | überfüllte Menschenmengen	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	music_stage	Musik & Bühne	01	music-stage-01	/assets/event-visuals/music-stage-01.webp	planned	eigene/cleared Eventstimmungsbilder | hochwertige generische Bühnenbilder ohne erkennbare Künstler	owned_or_cleared_required_before_ready	Bühnen, kleine Konzerte, Tanz, Musikschule, Kulturorte	energetisch, aber hochwertig; Bühne, Licht, Bewegung	Bühnenlicht mit Mikrofon oder Instrument als klares, ruhiges Hauptmotiv.	Musik-/Bühnenbezug | Licht oder Bewegung | kein billiges Partybild	erkennbare Musiker ohne Rechte | Bandlogos | Festivalposter | Disco-/Club-Klischee	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	music_stage	Musik & Bühne	02	music-stage-02	/assets/event-visuals/music-stage-02.webp	planned	eigene/cleared Eventstimmungsbilder | hochwertige generische Bühnenbilder ohne erkennbare Künstler	owned_or_cleared_required_before_ready	Bühnen, kleine Konzerte, Tanz, Musikschule, Kulturorte	energetisch, aber hochwertig; Bühne, Licht, Bewegung	Kleine Live-Musik-Atmosphäre mit Publikum nur anonym/silhouettenhaft.	Musik-/Bühnenbezug | Licht oder Bewegung | kein billiges Partybild	erkennbare Musiker ohne Rechte | Bandlogos | Festivalposter | Disco-/Club-Klischee	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	outdoor_nature	Natur & draußen	01	outdoor-nature-01	/assets/event-visuals/outdoor-nature-01.webp	planned	eigene Bocholt-/Regionsfotos | Wikimedia/Commons mit sauberer Lizenz | eigene Naturdetails	owned_or_cleared_required_before_ready	Wald, Park, Aasee, Venn, Natur, Garten, Umwelt, Outdoor	ruhig, grün, nahbar, frisch, wetterfähig	Waldweg oder Parkweg mit Tiefe und ruhiger grüner Stimmung.	Naturbezug | ruhige Premiumfläche | regional passend wenn möglich	beliebige Alpen-/Strandbilder | zu dramatische Landschaft | erkennbare private Gärten | Tiernahaufnahmen ohne Bezug	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	high	outdoor_nature	Natur & draußen	02	outdoor-nature-02	/assets/event-visuals/outdoor-nature-02.webp	planned	eigene Bocholt-/Regionsfotos | Wikimedia/Commons mit sauberer Lizenz | eigene Naturdetails	owned_or_cleared_required_before_ready	Wald, Park, Aasee, Venn, Natur, Garten, Umwelt, Outdoor	ruhig, grün, nahbar, frisch, wetterfähig	Wasser-/Aasee-/Ufermotiv oder ruhige Naturlandschaft.	Naturbezug | ruhige Premiumfläche | regional passend wenn möglich	beliebige Alpen-/Strandbilder | zu dramatische Landschaft | erkennbare private Gärten | Tiernahaufnahmen ohne Bezug	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	medium	culture_exhibition	Kultur, Ausstellung & Geschichte	01	culture-exhibition-01	/assets/event-visuals/culture-exhibition-01.webp	planned	eigene Orts-/Museumsfotos | Wikimedia/Commons mit sauberer Lizenz | cleared cultural photos	owned_or_cleared_required_before_ready	Museum, Textilwerk, Ausstellung, Geschichte, Architektur, Führung	ruhig, kuratiert, bildend, hochwertig	Ausstellungs- oder Museumsraum mit ruhiger Perspektive, keine geschützte Kunst prominent.	Kultur-/Ausstellungsbezug | ruhige Komposition | Premium statt Amtsblatt	urheberrechtlich geschützte Kunstwerke im Fokus ohne Rechte | Museumsschilder mit viel Text | sterile leere Wände	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	medium	culture_exhibition	Kultur, Ausstellung & Geschichte	02	culture-exhibition-02	/assets/event-visuals/culture-exhibition-02.webp	planned	eigene Orts-/Museumsfotos | Wikimedia/Commons mit sauberer Lizenz | cleared cultural photos	owned_or_cleared_required_before_ready	Museum, Textilwerk, Ausstellung, Geschichte, Architektur, Führung	ruhig, kuratiert, bildend, hochwertig	Textil-/Handwerks-/Kulturobjekt als atmosphärisches Detail.	Kultur-/Ausstellungsbezug | ruhige Komposition | Premium statt Amtsblatt	urheberrechtlich geschützte Kunstwerke im Fokus ohne Rechte | Museumsschilder mit viel Text | sterile leere Wände	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	medium	default_city	Allgemeines Bocholt-Visual	01	default-city-01	/assets/event-visuals/default-city-01.webp	planned	eigene Bocholt-Fotos | eigene abstrakte Brand-Visuals | cleared local details	owned_or_cleared_required_before_ready	Fallback für unklare Events und neutrale Stadtmomente	neutral, hochwertig, lokal, ruhig, markenfähig	Bocholt-/Innenstadt-Detail mit ruhiger, hochwertiger Flächenwirkung.	funktioniert für viele Themen | nicht langweilig | ruhige Textfläche	beliebige Stockstadt | zu konkrete falsche Kategorie | Amtsblatt-/Behördenoptik | leere graue Flächen	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	medium	default_city	Allgemeines Bocholt-Visual	02	default-city-02	/assets/event-visuals/default-city-02.webp	planned	eigene Bocholt-Fotos | eigene abstrakte Brand-Visuals | cleared local details	owned_or_cleared_required_before_ready	Fallback für unklare Events und neutrale Stadtmomente	neutral, hochwertig, lokal, ruhig, markenfähig	Lokale Architektur oder Materialstruktur als neutraler Premium-Fallback.	funktioniert für viele Themen | nicht langweilig | ruhige Textfläche	beliebige Stockstadt | zu konkrete falsche Kategorie | Amtsblatt-/Behördenoptik | leere graue Flächen	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	medium	sport_active	Sport & Bewegung	01	sport-active-01	/assets/event-visuals/sport-active-01.webp	planned	eigene Strecken-/Detailfotos | generische Sportbilder ohne erkennbare Personen | lokale Routenbilder	owned_or_cleared_required_before_ready	Radtouren, Läufe, Bewegung, Sportveranstaltungen, Fitness	aktiv, frisch, draußen, beweglich	Rad-/Routenmotiv mit Weg, Fahrrad-Detail oder Landschaft.	Bewegung oder Strecke sichtbar | dynamisch, aber nicht hektisch	Fitnessstudio-Stockklischees | erkennbare Sportler | Markenkleidung im Fokus | aggressive Wettkampfoptik	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
1	Basis: zuerst beschaffen, damit Today/Eventkarten schnell hochwertig wirken	medium	theater_show	Theater, Show & Lesung	01	theater-show-01	/assets/event-visuals/theater-show-01.webp	planned	eigene/cleared Bühnenfotos | generische Theater-/Lesungsbilder ohne erkennbare Personen	owned_or_cleared_required_before_ready	Theater, Lesung, Comedy, Kabarett, Showformate	abendlich, fokussiert, bühnenhaft, kultiviert	Theatervorhang, leere Bühne oder Bühnenlicht mit hochwertiger Atmosphäre.	Bühne/Lesung/Show sofort erkennbar | klare Lichtstimmung	erkennbare Performer | urheberrechtliche Bühnenbilder | Plakatmotive | billige Comedy-Klischees	Zuerst befüllen. Nur starke, sofort nutzbare Premium-Assets akzeptieren.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	city_festival	Stadtfest & Innenstadtleben	03	city-festival-03	/assets/event-visuals/city-festival-03.webp	planned	eigene Bocholt-Fotos | cleared local photos | Wikimedia/Commons nur mit sauberer Lizenz	owned_or_cleared_required_before_ready	Bocholter Innenstadt, Plätze, Fußgängerzone, Stadtaktionen, Feste	offen, freundlich, städtisch, einladend, lokal	Freundliche Innenstadt-Szene tagsüber mit Bewegung, aber ohne erkennbare Einzelpersonen.	Stadt-/Eventgefühl | breite Szene | nicht zu leer	generische Großstadt-Skyline | Kirmes-Kitsch | Plakate mit Text | starke Marken/Logos	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	city_festival	Stadtfest & Innenstadtleben	04	city-festival-04	/assets/event-visuals/city-festival-04.webp	planned	eigene Bocholt-Fotos | cleared local photos | Wikimedia/Commons nur mit sauberer Lizenz	owned_or_cleared_required_before_ready	Bocholter Innenstadt, Plätze, Fußgängerzone, Stadtaktionen, Feste	offen, freundlich, städtisch, einladend, lokal	Festliche Straße mit Lichtern, Fahnen oder saisonaler Dekoration.	Stadt-/Eventgefühl | breite Szene | nicht zu leer	generische Großstadt-Skyline | Kirmes-Kitsch | Plakate mit Text | starke Marken/Logos	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	city_walk	Stadt, Tour & Route	03	city-walk-03	/assets/event-visuals/city-walk-03.webp	planned	eigene Ortsbilder | Wikimedia/Commons mit sauberer Lizenz | cleared Architektur-/Routenbilder	owned_or_cleared_required_before_ready	Bocholt, Borken, Region, Stadtführung, Rundgang, Route, Türme, Promenade	entdeckend, lokal, orientierend, ruhig hochwertig	Promenade, Aa-/Kubaai-/Wegemotiv oder regionale Route.	Stadt-/Routenbezug | Orientierung | lokale oder regionale Wiedererkennbarkeit	beliebige Altstadtbilder ohne Bezug | Google-Streetview-Look | Schilder mit fremden Marken | zu touristische Postkartenoptik	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	city_walk	Stadt, Tour & Route	04	city-walk-04	/assets/event-visuals/city-walk-04.webp	planned	eigene Ortsbilder | Wikimedia/Commons mit sauberer Lizenz | cleared Architektur-/Routenbilder	owned_or_cleared_required_before_ready	Bocholt, Borken, Region, Stadtführung, Rundgang, Route, Türme, Promenade	entdeckend, lokal, orientierend, ruhig hochwertig	Karte-/Wegweiser-/Routendetail ohne problematische Marken oder private Daten.	Stadt-/Routenbezug | Orientierung | lokale oder regionale Wiedererkennbarkeit	beliebige Altstadtbilder ohne Bezug | Google-Streetview-Look | Schilder mit fremden Marken | zu touristische Postkartenoptik	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	creative_workshop	Kreativ- & Mitmachworkshop	04	creative-workshop-04	/assets/event-visuals/creative-workshop-04.webp	planned	eigene Detailfotos | cleared Workshop-Materialbilder | generische Material-/Handwerksbilder	owned_or_cleared_required_before_ready	Kulturrucksack, Basteln, Zeichnen, Bauen, Kurse, junge Workshops	handgemacht, aktiv, konzentriert, kreativ, hochwertig	Zeichnen-/Illustrationsmotiv ohne geschützte Figuren als Hauptmotiv.	Materialien/Hände/Werkzeuge | Mitmachcharakter | keine Gesichter nötig	erkennbare Kinder | billige Bastelcliparts | chaotische Tischbilder | urheberrechtlich geschützte Figuren im Fokus	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	kids_family	Kinder & Familie	03	kids-family-03	/assets/event-visuals/kids-family-03.webp	planned	eigene/cleared Detailbilder | generische Bilder ohne erkennbare Kinder | Material-/Aktivitätsmotive	owned_or_cleared_required_before_ready	Familienangebote, Kinderaktionen, Jugend, Mitmachformate	freundlich, hell, sicher, aktivierend, aber nicht kitschig	Outdoor-Familienmoment von hinten oder ohne erkennbare Personen.	familienfreundliche Stimmung | keine identifizierbaren Kinder | klare Aktivität	erkennbare Kindergesichter | Stockfoto-Familienklischees | zu bunte Kindergartenoptik | Chaosbilder	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	kids_family	Kinder & Familie	04	kids-family-04	/assets/event-visuals/kids-family-04.webp	planned	eigene/cleared Detailbilder | generische Bilder ohne erkennbare Kinder | Material-/Aktivitätsmotive	owned_or_cleared_required_before_ready	Familienangebote, Kinderaktionen, Jugend, Mitmachformate	freundlich, hell, sicher, aktivierend, aber nicht kitschig	Kinder-/Jugend-Lernumgebung mit Tischen, Farben oder Workshop-Material.	familienfreundliche Stimmung | keine identifizierbaren Kinder | klare Aktivität	erkennbare Kindergesichter | Stockfoto-Familienklischees | zu bunte Kindergartenoptik | Chaosbilder	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	market_food	Markt, Food & Genuss	04	market-food-04	/assets/event-visuals/market-food-04.webp	planned	eigene Fotos | cleared local photos | hochwertige generische Stockbilder ohne erkennbare Personen/Logos	owned_or_cleared_required_before_ready	Innenstadt, Marktstände, Foodtruck-/Festivalstimmung, Wochenmarkt, Stadtleben	warm, lebendig, appetitlich, lokal, aber nicht billig oder überladen	Detailaufnahme von Snacks, Kaffee oder Backwaren mit Stadt-/Marktgefühl, nicht zu nah und nicht beliebig.	Essens-/Marktbezug | klare Atmosphäre | funktioniert als breites Card-Bild	beliebige Restaurant-Teller | Fast-Food-Clichés | erkennbare Marken | Alkohol-Fokus | überfüllte Menschenmengen	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	market_food	Markt, Food & Genuss	05	market-food-05	/assets/event-visuals/market-food-05.webp	planned	eigene Fotos | cleared local photos | hochwertige generische Stockbilder ohne erkennbare Personen/Logos	owned_or_cleared_required_before_ready	Innenstadt, Marktstände, Foodtruck-/Festivalstimmung, Wochenmarkt, Stadtleben	warm, lebendig, appetitlich, lokal, aber nicht billig oder überladen	Abendliche Genuss-/Food-Festival-Stimmung mit Lichtketten oder warmen Reflexen.	Essens-/Marktbezug | klare Atmosphäre | funktioniert als breites Card-Bild	beliebige Restaurant-Teller | Fast-Food-Clichés | erkennbare Marken | Alkohol-Fokus | überfüllte Menschenmengen	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	high	music_stage	Musik & Bühne	03	music-stage-03	/assets/event-visuals/music-stage-03.webp	planned	eigene/cleared Eventstimmungsbilder | hochwertige generische Bühnenbilder ohne erkennbare Künstler	owned_or_cleared_required_before_ready	Bühnen, kleine Konzerte, Tanz, Musikschule, Kulturorte	energetisch, aber hochwertig; Bühne, Licht, Bewegung	Tanz-/Workshop-Bewegung ohne erkennbare Gesichter, passend für K-Pop/Tanzangebote.	Musik-/Bühnenbezug | Licht oder Bewegung | kein billiges Partybild	erkennbare Musiker ohne Rechte | Bandlogos | Festivalposter | Disco-/Club-Klischee	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
